latitude,longitude
-22.896463187772802,-43.27217170225893
-23.562320274061285,-46.69444918700145
-19.740937904909202,-51.92984405697554
-23.547817339445313,-46.29562373495023
-1.4607701372238082,-48.500964982423625
-23.17082213418428,-45.79632259632397
-21.872728278244775,-42.693795195399666
-22.692948844892886,-46.98287754029339
-29.15106168550321,-51.142925156171486
-20.520692144641046,-43.70443546935004
-20.371280369661093,-40.307218377608
-29.9214783761525,-51.0176361064708
-23.0708640248793,-44.95559406579931
-19.44881356768176,-44.230422325069135
-23.198203430354848,-49.382780495954066
-14.863245167498457,-49.32859487672178
-23.51010786952278,-46.787354816664426
-23.07332874057688,-47.21005965359054
-22.983923430498677,-43.20710146591801
-19.873055459669974,-43.93786577993863
-22.933999074895677,-47.033040044139064
-7.085030293218809,-41.469866335545525
-22.912451674236518,-47.04911549910742
-18.949518957205385,-48.276290012747964
-16.63857937649734,-49.283583396949936
-28.357506793762713,-49.28867359716511
-5.10831319887268,-42.745688662448636
-23.543400839095103,-46.75251285489483
-24.18271029899563,-46.80183859998844
-23.43113060537283,-51.91823531933558
-19.96615600317642,-43.80531972631104
-23.659363636440858,-46.523183340521726
-23.92794774374185,-46.40974227350017
-22.54079651100627,-43.20123507158808
-22.882442915756755,-43.34947007028447
-16.385489638361854,-51.55956684307419
-25.41703885144276,-49.26076000637536
-22.91450844782073,-46.55569144608405
-21.83171767686221,-51.99009570480748
-22.83504285077506,-43.31263647240441
-22.752482799036027,-47.659172492729944
-21.582987429934295,-46.94775856933444
-21.132611570322496,-48.95877121445766
-23.538308622865188,-46.3304265361429
-23.483924340352385,-51.799909104330034
-19.814336414816914,-43.965577065754054
-22.893701145563117,-43.12041784927662
-20.50617566405168,-42.20584853608781
-23.637283488227958,-46.63800500644555
-27.63653957371275,-48.65548931824332
-24.00892314920891,-46.41912533835566
-23.429046276039617,-46.82684649058021
-23.654195034752092,-46.45365381825393
-21.411450540431794,-42.19638618566784
-19.822568913589716,-40.271083493464275
-23.53171637882901,-47.148670759327565
-22.46524225917617,-44.45825455376094
-22.95178619027699,-47.18393306814824
-20.902677288193253,-44.896898845477345
-23.55949013707879,-46.754750419815245
-21.18958834061664,-48.787717587007684
-21.14135802669547,-48.97534937731126
-23.44565538225258,-46.54152485277401
-22.87067512100276,-43.286124686271485
-24.011747952815654,-48.35048094956012
-23.472994531200314,-46.647429411903445
-23.495321455594585,-46.59793556042432
-25.447380406242782,-49.53071140162285
-21.208465978661582,-43.75933020854842
-22.91974562608373,-47.085450062846974
-25.414553698714798,-49.3143601532815
-23.505654482558477,-47.479115135789606
-15.084010748744637,-39.339561203122145
-17.303499065835187,-49.026368790889975
-18.87582127411323,-48.23189650631252
-18.976011926949518,-48.27425372243968
-15.834368774038424,-47.9827490176833
-23.578315236347965,-46.642494182345125
-22.997483794858947,-47.50572510550505
-23.683272109835034,-46.525233029083424
-22.901684792085465,-43.06891496088816
-23.548768170341052,-46.52872608862628
-23.32080313226175,-46.73305293205131
-17.733896355961836,-49.11590889021752
-26.076450766712775,-48.611132718734645
-22.923671061854975,-43.27951061325531
-23.557419361355286,-46.8121288863409
-10.914798799384593,-37.08484479800094
-23.725231104378484,-46.58203502122138
-23.53007582373447,-46.833395988872084
-28.629204719725085,-53.09899628853221
-19.740337139221076,-45.25863430864748
-19.964442926751282,-43.948558170209324
-20.55966811821635,-44.869172864848785
-26.467360494541282,-49.093061835412655
-29.631686469472022,-50.83457395747405
-23.468391549400195,-46.64998006250477
-22.981944699776783,-43.20241313570823
-20.774165285757626,-49.340918115176514
-22.28814666432371,-46.61190091318772
-23.093824983470046,-45.70170520211157
-22.89853531925577,-47.067913012524365
-23.488488792858018,-46.645489569583376
-23.689006218373418,-46.590933120828765
-23.62020569014463,-46.56414467348053
-13.256014019878709,-43.40987581154976
-27.695424021485223,-52.05365156194243
-23.283163764737296,-46.297521325008304
-20.698563939792187,-44.82676038665834
-23.26640620191997,-51.18563600982483
-22.867915276400364,-43.09960548772939
-20.520692144641046,-43.70443546935004
-23.622287896060012,-46.536900867948354
-23.452202665497055,-46.50643552039563
-19.91674942216083,-43.90182965852815
-11.418713330580738,-40.29237607276819
-23.096492254601642,-46.71792466026417
-23.49990045339548,-46.615049990749235
-27.584160958831585,-50.36622459794297
-21.136625292389414,-42.360129420293525
-22.39213658183407,-47.57768122006807
-19.49929004003187,-42.54717532598178
-9.742123376677789,-36.65640420433493
-19.835260030529945,-40.26154957652111
-22.990363024010797,-44.24714059828006
-22.830988719475503,-43.030860775912465
-17.319319646207198,-53.193994250646135
-16.69269417172613,-49.116798466806955
-20.35314672721178,-46.84294115960025
-23.54029496150103,-46.85298992497375
-23.598361277967005,-46.64643661788217
-27.89690084530647,-54.4018831548014
-22.945344203574273,-43.18501054894506
-22.877412153047814,-49.240138759388145
-23.2509871851244,-45.89887386715422
-23.510538970251268,-47.45966978985546
-20.91395197058557,-46.986296190767
-22.900623767679903,-43.12707292419885
-6.113061894772267,-38.20667004551809
-22.73724580824453,-53.03334337675801
-23.337534926971806,-46.75629218018842
-20.81912074784063,-49.379027917410916
-21.15700584776457,-47.82492084329618
-19.6365201044844,-43.89965142692269
-19.950184131061796,-44.17752185023125
-10.795330297168546,-49.62722663983953
-23.715049594657156,-46.53726820837794
-23.589487918494676,-46.68100070686952
-27.58400215027178,-48.50167876632907
-19.93712826921185,-43.95772185993362
-20.037114000084788,-43.9265421826455
-23.6698729598244,-46.47621306270231
-22.87947674705333,-43.44026398123804
-30.02970197536621,-51.20251936491887
-22.78216791549053,-47.17816106376935
-23.542313427616563,-46.60375547072402
-19.00484554584605,-41.65183983345179
-23.48488200012992,-46.70832128878281
-22.962843790439337,-43.40116578306733
-23.08550507419915,-46.95954096067056
-22.55124525869924,-47.90659642198055
-19.924640007158555,-43.94612171790458
-23.720325908099344,-46.68700521655011
-22.50813163708028,-43.18141468751701
-23.511203891310107,-46.39933342623787
-22.914255009463275,-47.03884122115996
-22.90437708368826,-47.058952091287765
-1.7230241817101857,-48.88106537387819
-19.74843312724783,-47.93624451081128
-23.51818223151519,-46.7572959347304
-20.913176471763553,-44.51115089589789
-23.689006218373418,-46.590933120828765
-23.965227243543822,-46.34358134349832
-22.425778361057304,-47.560436700322384
-23.60716275815287,-46.58878887395548
-23.04826806621512,-50.230620017698705
-11.615597324539959,-42.05524258283479
-22.903600471965053,-43.306901589519335
-30.086147725644654,-51.2101102589458
-21.203427986517287,-41.89346823832069
-20.844051382133838,-41.13971836504003
-29.992863948754792,-51.059011975307186
-16.28074007144806,-48.9447717646514
-25.353606599246387,-54.22950599854948
-15.841933361571046,-48.00838558824698
-23.683536618616507,-46.58651864788761
-14.778697541236195,-39.05732606895029
-23.64365536920469,-46.54636839196643
-22.565964761592497,-47.383806032359345
-23.428291489476543,-46.51318935670917
-22.945344203574273,-43.18501054894506
-27.600182562331035,-48.506916255070074
-23.17639710613478,-46.9741566217698
-30.013568477418232,-51.190248519309016
-22.43604343688856,-47.5803561862402
-22.906575946931884,-43.288191675905786
-23.629055643177534,-45.43371185336911
-25.496536487339647,-49.34796123069205
-30.02970197536621,-51.20251936491887
-22.90994948965739,-43.57642300994289
-22.769600179710007,-47.150402273886925
-25.474093335032048,-50.650359401955136
-30.513795368962732,-53.48920920234292
-23.555809968332554,-46.49963790652673
-23.188409628905863,-46.853987818287834
-1.4381418066601233,-48.46247940645648
-23.044417151183058,-45.55403695784142
-23.202268092167245,-45.89802848030465
-15.837305650415598,-48.02235902807053
-19.87286858644122,-44.010365775431666
-13.350611559127506,-44.64903451731073
-22.926258825257293,-43.231846424609124
-23.518036151648534,-47.503546771820425
-23.114730524308005,-46.552880539877926
-23.57935629422102,-46.57876970584541
-23.983340387393454,-46.48798773268119
-25.478571579823353,-49.26959282398755
-3.8015512539711955,-40.26303084530192
-23.69512292627784,-46.82826995226251
-22.11818024684982,-45.054594887879006
-22.431703848851328,-45.44052443549675
-21.594340571750315,-48.811084255858304
-20.41006048815079,-42.898816907456904
-16.65493070695131,-49.24207933928535
-23.624968420796623,-46.56619435528589
-23.725848384706723,-46.621347285188676
-30.07796614758053,-51.239641167846614
-23.46398390913652,-46.754956696699935
-12.973807830438446,-38.49616833851494
-23.495786476161264,-46.847483452538775
-21.826560018165743,-47.248718192415446
-19.500415267687423,-41.07286145044403
-22.53635385343385,-41.96657707418502
-3.7024276443349313,-38.57944917893163
-23.545552102930795,-46.56741432795701
-7.223875427633244,-35.91494335055713
-16.302479647142366,-48.95954361428614
-5.800909686255446,-35.22957673063081
-29.85960004421426,-51.131399923295156
-23.768303048693106,-46.67385345783733
-23.236673429298886,-51.66793387228431
-23.511203891310107,-46.39933342623787
-11.815526915377394,-37.6178546537569
-23.181161077296622,-50.649607832519244
-22.92899941363898,-43.181450328399634
-10.97144268818594,-37.04572365122985
-20.44178101510919,-54.6559105602865
-23.603725702261563,-46.66684160844491
-23.70442740492646,-46.570177102858786
-12.906931089139345,-38.458535548551836
-23.589487918494676,-46.68100070686952
-22.917770340408833,-43.18905754157792
-19.936285983610865,-44.198773995604725
-23.592368116490825,-46.55338609910962
-26.876415100422584,-52.40399465779401
-22.88753798552459,-48.44108689823038
-22.93198016932755,-47.11184149169856
-18.47627421500296,-47.19682128916466
-19.9318555870041,-43.93264743101025
-22.74889076354042,-43.40218859295183
-21.666021017651513,-43.43386694174454
-22.655502343064512,-50.425710079139506
-30.015733809082764,-51.32857728642112
-23.532326090747762,-46.85022450586513
-17.224093251739983,-42.585292129283744
-19.909944722599906,-54.36436481330819
-23.562128634884576,-46.64191854981315
-23.532071320207503,-46.476332563388084
-21.25454760893622,-47.81529076556559
-29.682440885033067,-51.123471343610916
-23.551116413594098,-46.71877657594687
-23.442890814200968,-46.50673902926125
-22.951601887531698,-47.00199555891175
-25.659910431367265,-49.299582691720744
-28.253212107955733,-52.456622436636984
-23.412914306185964,-51.942038144347315
-22.735332235607448,-47.17665406567105
-23.972315584927916,-46.31441392365003
-23.614691812954206,-46.43312243285143
-12.939061931137864,-38.43835286015693
-23.178300100887494,-45.823462362520296
-22.926258825257293,-43.231846424609124
-22.843731406376143,-43.30242672582641
-23.561423631210438,-46.635830059412875
-21.781665365076357,-50.79155691581234
-31.77233288809365,-52.339195202803516
-20.001771055992613,-44.01020003340428
-21.693370826873448,-45.25976867138689
-23.49242091377659,-46.66262633313796
-19.521177544995183,-40.646884253536676
-19.93928390654724,-44.05144900305217
-23.560948576672736,-46.6884223318783
-20.971610978511638,-46.12132992617946
-16.43902089898217,-51.11665596245104
-22.438586857786017,-46.821178576191286
-23.48971544535606,-46.48929187360899
-9.996898033622134,-42.4853681056005
-20.08065127537153,-51.10642297448528
-25.07899379426755,-50.17726003213446
-12.926398835151314,-38.507142686173026
-23.495724717630402,-46.618787965852384
-25.39657589455284,-49.26576244564952
-23.17639710613478,-46.9741566217698
-22.496114223843744,-43.15620443994322
-22.9591763410606,-47.08841447100673
-23.57190280209902,-46.755301357664806
-23.559338434412677,-46.57097407073219
-23.52292354286206,-46.57242472056034
-23.650519176367382,-46.55912992062539
-20.00154290619473,-43.888102883552364
-26.84793973828404,-52.987232223247695
-20.21168518103553,-40.23961903218325
-19.45366788949367,-42.543942258247114
-21.994466598287342,-47.428195222532594
-22.596373040143572,-46.50720671996105
-14.062202729797061,-52.20445915381339
-28.211900819098773,-51.52518474256216
-12.288099376976312,-55.29699062887612
-21.252494863546485,-47.81787869544213
-9.967843044507287,-67.8132844686253
-25.392188407011368,-51.46696682657607
-6.887745156328405,-38.558942508879
-11.728881427520191,-49.07374490988662
-23.513719395863195,-46.65934244930917
-23.49545507196502,-47.48491380651181
-23.012986504226507,-43.46551954103294
-22.903244816618834,-43.10702359822047
-20.553623627436433,-47.38735911880558
-6.211259206195411,-38.49626229332374
-23.705157457996954,-46.68632479509128
-22.90493675256665,-47.09708472302028
-29.703605629255527,-52.42254825459426
-1.312214053330499,-48.48315851352102
-29.84457928898311,-51.16850734710764
-20.35405888401446,-40.301288870722175
-19.247823639092896,-42.957790689221746
-20.284122537295122,-50.24970393813751
-20.288301513728257,-45.54130069344622
-22.876979699775763,-43.42527912676291
-19.891961626002008,-43.94238063666805
-20.835495182619823,-49.394692158982785
-20.99263572309109,-51.278520224572105
-22.80928036371711,-47.226570221333034
-15.45657509599985,-47.610193491249696
-23.74089677212715,-46.55520335320268
-20.536613759556865,-47.433583875541835
-23.529819075625554,-46.46178303972399
-26.602139881442813,-48.79026092470925
-23.649038406328103,-46.661561905579276
-21.540999972045167,-49.85685845263504
-29.98452568113662,-51.13010042048017
-23.48598303129983,-46.7179455451704
-10.897385022112967,-37.05324307342756
-23.55760613754662,-46.607195900692204
-23.647259845532528,-46.6438925966313
-19.8535411212119,-44.6088222607113
-19.950184131061796,-44.17752185023125
-22.88998236045834,-47.19898012005197
-27.57763361862666,-48.535482990954904
-21.764571387448203,-43.34597324239811
-23.54762346054682,-46.22699200612672
-23.554625139986463,-46.92343724780601
-23.037366840073478,-46.9771169112283
-14.373890293319775,-40.50720409145588
-22.693709309049865,-43.455693673095766
-19.935486917207538,-43.96684971780442
-12.89202635597046,-38.45938456460033
-23.768303048693106,-46.67385345783733
-23.005570806176625,-45.57546302746437
-23.66534490729428,-46.74004197698363
-23.57499644597807,-46.68887938403563
-23.968456147951247,-46.30547007327231
-23.68635904462997,-46.51707802760377
-30.03321276448013,-51.231437899598326
-22.601443045355065,-48.80710410454743
-12.914614302936144,-38.42055012344413
-23.48160906817955,-46.553282496727476
-15.608561775182427,-56.099467077839705
-20.391011466737936,-43.50704716202351
-22.785406920932918,-43.30183701135841
-30.08992066214609,-51.731524503305074
-22.925942886418497,-43.56135750790765
-24.498837779550914,-47.84616128650985
-29.120617399578634,-51.182188553613486
-21.798872883557966,-50.24002469627394
-23.62057801188256,-46.527409786403275
-17.17175475870765,-40.25369276291474
-22.87777517954261,-43.57771051289784
-18.8516272227244,-50.14079055085753
-30.03434176845378,-52.90099504857462
-23.442890814200968,-46.50673902926125
-22.726749869469316,-43.58842644869943
-23.009474979914724,-43.33453004891502
-10.506647781847292,-39.011782361352644
-19.92710413330578,-43.94496355953477
-27.58400215027178,-48.50167876632907
-23.373381773276435,-47.846997161243245
-21.370559639629604,-45.512930435026945
-20.51923699700729,-54.649461389297734
-29.68434895692012,-53.81380324486171
-23.55755124440892,-46.796787215995884
-23.97049317681096,-46.30819529114142
-23.46503945141155,-46.88499666372503
-23.535836992959126,-46.52310863600509
-19.900090667701736,-43.97811787075004
-23.49646860368892,-46.63329280565476
-16.6125226346468,-49.29609126429586
-10.740552873132728,-37.80685715730168
-23.405155780523593,-46.342967013705795
-20.841775751043055,-41.12902378828546
-23.00061899109575,-43.40471828456726
-23.545203383248207,-46.587698164961175
-22.87593847841455,-46.793434706878294
-25.56833160453291,-54.569156293588904
-20.162109146386353,-44.90191602362892
-10.913110813044039,-37.06174404508149
-22.88245539011392,-43.57494224901806
-19.26241946891296,-40.32532458042502
-21.85432094379683,-45.297227267821185
-23.647413314571654,-46.592541614954904
-22.904213692481402,-47.05654899637806
-2.4336853069773388,-54.70527720910988
-29.952693335515917,-51.097790640776445
-15.617834332075333,-42.54211546980239
-22.93942997754594,-47.05945875329185
-21.27182721366138,-50.33058556677166
-19.78987185054302,-44.007845119187095
-20.585751390105447,-47.863693188164746
-27.600182562331035,-48.506916255070074
-30.887786395003875,-55.537168260597156
-28.715980124328123,-49.29965137632995
-23.665535515458636,-46.549114970194566
-29.99999504325932,-51.096263458359886
-20.806706931018397,-49.38916453524917
-22.413396001739336,-48.45129697299396
-18.924080198164372,-48.24926718659151
-4.566714237937559,-37.76420388407889
-23.45332396857464,-46.53993397498515
-22.92000252235775,-43.36957540735059
-23.160675066688075,-45.80031656775564
-23.608548583588945,-46.65461693789494
-22.740325486164828,-46.89675369133934
-22.47147348398906,-43.82176084577266
-22.88871912995884,-43.29710870135922
-22.809517664348757,-43.200203165435006
-8.527649408089498,-41.02060110035674
-12.701935856389666,-38.32433257166734
-22.760838936119505,-43.456651013810664
-23.055860852005786,-46.35923595912602
-23.545930039168788,-46.6439975177819
-16.583956840301948,-39.78149693420007
-22.984441149894817,-43.193415923903295
-30.004352940251767,-51.13114718861932
-25.887866961664873,-48.58448614692999
-23.54408811655857,-46.64858211715019
-23.5058494441551,-46.678388367703725
-22.740325486164828,-46.89675369133934
-22.95610379641451,-43.19395105535187
-23.98485830470597,-46.30206995146365
-22.39176554058553,-47.54851112572863
-25.561809605240065,-49.32506410993009
-22.692948844892886,-46.98287754029339
-23.464204707776585,-47.47145666010211
-23.52676238171017,-46.61837884296803
-23.62842740833009,-46.870586040503284
-23.50998780438062,-46.48843048395559
-22.940616864219127,-43.06545401112337
-22.974984883743733,-45.5479375145357
-30.103114340162893,-51.242610992939916
-22.892057554565948,-47.08244278411783
-20.38928094367299,-40.4901873998062
-22.92275898098944,-43.24610402750805
-21.693370826873448,-45.25976867138689
-23.493551785330187,-46.871704015268854
-23.54706743134006,-46.52164439061696
-13.066932709409706,-55.932542791808736
-25.483878697680172,-49.272408707514224
-21.693370826873448,-45.25976867138689
-22.65141951649659,-43.06655787630404
-23.5022061742251,-46.63311453979945
-20.855268653361247,-41.10871046055535
-19.925388311776864,-42.70920486146298
-8.807959407067964,-63.80605455919795
-25.37860169525331,-49.27700666451329
-29.946476648213782,-51.08007687738527
-23.429480312154787,-46.7637907283525
-14.811226555231569,-39.27491386628391
-23.157994972014652,-46.91819985268585
-23.61379843749782,-46.651636006177476
-21.55017939538253,-45.446393998135754
-4.840907944503905,-37.78121419340655
-23.114730524308005,-46.552880539877926
-22.93017458401669,-43.396083912145656
-22.896463187772802,-43.27217170225893
-22.73114383240999,-48.61068860654759
-26.40493104975986,-50.1457709126807
-19.91432324022869,-43.97570327877978
-15.902923143785602,-48.04589684119326
-22.892057554565948,-47.08244278411783
-12.91881538532272,-38.45026382886385
-23.262942394092207,-47.31557122150695
-23.246680687314193,-45.88690913568317
-30.049924834136878,-51.20192263924158
-20.497550918835547,-54.68074428694084
-15.71684704171403,-48.2692836494524
-22.523466670512946,-41.94562478073354
-25.44286211774669,-54.402764727764094
-15.64149901565272,-47.805969968978935
-19.545340606723496,-42.643848513674996
-26.17842967715642,-50.39172922868352
-22.90957243765554,-43.177703112986926
-19.94732845763311,-44.05782869450707
-19.596561505957943,-46.93748848324942
-17.557090737968647,-52.55031992446528
-23.705157457996954,-46.68632479509128
-18.667247149650553,-43.081802572328144
-22.57072148150254,-47.40309520372463
-23.10162100644003,-47.711819140556784
-23.49990045339548,-46.615049990749235
-23.03410041877054,-49.16234455805439
-23.568544733628457,-46.655780276658064
-20.754734638539272,-42.877519985294875
-18.99834541822861,-46.3093582806933
-23.503553235058284,-46.79825426414906
-24.111502882057714,-49.331432729703785
-20.1403596878013,-44.88407963221903
-21.08270714593196,-49.23953425279601
-25.40529447160565,-51.47110531346176
-23.609499932228204,-46.93280761412864
-26.891021758568968,-49.07374245904507
-7.228197847808331,-39.39807407938012
-22.878636914963185,-43.08609614601049
-22.97545814072231,-47.00268239234955
-22.893920459110277,-43.54642397807569
-29.394875869959993,-51.94517116513302
-23.706316018037764,-46.55695623040588
-22.97994384964084,-46.99537068151858
-19.967878760000023,-44.054695953243254
-18.63091751905352,-48.18952481796858
-29.946476648213782,-51.08007687738527
-22.94201063901169,-47.042321116234085
-19.57607170373005,-42.64316837375909
-12.499831163064313,-38.75298411198626
-22.764057590112582,-43.30041310063685
-23.044417151183058,-45.55403695784142
-18.071603357754018,-39.56837083080777
-20.150159664062326,-40.265067955042895
-22.89500060780138,-47.03483554893082
-23.623451442288548,-46.93703824992479
-19.398462430517732,-40.05754626853264
-23.457636295683702,-46.65668054702771
-19.960059611364848,-43.96164848633417
-27.68168782191655,-48.490773516662365
-15.834368774038424,-47.9827490176833
-19.925953136630515,-43.92700122120833
-27.636045816504996,-52.2730491223361
-23.2509871851244,-45.89887386715422
-23.487125730991433,-46.878743885651815
-27.814755187584375,-50.32399181257711
-29.784433749767008,-55.79219384385998
-5.118702834015294,-42.79007174746956
-23.66692951937809,-46.66490984847022
-22.957218258089714,-43.20026060905938
-3.765915836004837,-49.67587690467607
-23.52786665899882,-46.635256920492864
-23.45292929995693,-45.0932194085285
-3.870113257225441,-38.62664978449965
-22.826662975624327,-43.32253146348838
-23.700197687438838,-46.51312842218974
-19.914058298019203,-44.1037500258735
-23.4813140161452,-46.74344964255125
-22.69105254913261,-45.71848783915089
-7.058849598067857,-36.36348348927906
-22.94231195138326,-43.16678090676252
-3.2762848140617864,-45.654905431548535
-22.84712452713871,-47.13988679860964
-23.02493387065307,-47.11602451997855
-22.816247900756288,-47.02283651850155
-8.744639777474413,-63.84298985430507
-15.617234435832989,-56.07769308038795
-23.504404348720815,-46.410146549765194
-30.016072959902203,-51.17892132567785
-23.835126827049763,-46.814086285028324
-19.831906204860392,-44.144968204300504
-23.835126827049763,-46.814086285028324
-23.485528189079854,-46.69543376710277
-22.574433964535988,-44.9699439571695
-19.82870132887267,-43.98907685613865
-23.639954709906217,-46.65450279701999
-7.198652319088752,-39.31943287260665
-23.571454378388328,-46.75220020584101
-22.878043319496516,-43.56291739584431
-20.33141443592607,-47.78938848316795
-22.947360870214748,-45.419263242807915
-20.079590681095357,-44.594344321197205
-8.766194545807494,-63.893565458644154
-23.610641270248983,-46.74785398743357
-20.300614699361443,-40.29502806253336
-23.642441270973286,-46.56083126678533
-23.157306228305913,-47.054060446426554
-29.917004803844414,-51.17176531770829
-23.622332972865358,-46.681448461259414
-24.951383297341962,-53.46685083806426
-23.271635104183204,-46.735650005643556
-22.930174278267906,-43.34644038809006
-23.60357378729597,-46.79514648924704
-18.56577995158581,-41.235640998785534
-20.361225210844665,-41.24983376040059
-20.437204870234993,-44.76203405975945
-22.820556839802265,-47.05109826059328
-25.376457454629424,-51.4816083015317
-23.498520694082107,-46.85053707630061
-22.917504887763453,-43.6930872201474
-20.793151052320894,-51.69647648595743
-25.417945903851347,-49.20678980584238
-23.48159963547886,-47.44821483282601
-16.33320358612409,-48.93962957040372
-23.835126827049763,-46.814086285028324
-22.3480131169951,-48.78449569702055
-22.817991862922586,-47.24110126411868
-16.676013639357656,-49.3228312651885
-23.55544278132933,-46.69096415804883
-23.18605172347783,-46.88591474647438
-20.928432538187,-41.86768974778266
-19.944897882133596,-43.93958522933523
-23.673541060239575,-47.02341828095836
-13.438920474296195,-49.146558478539106
-12.17395482093698,-43.21478059581291
-22.941061091973175,-43.19123119117337
-29.84457928898311,-51.16850734710764
-21.834529795294912,-41.413800055377
-23.937701640508344,-46.325997442544626
-7.223322010807518,-35.90369567780546
-23.632144873490837,-46.70377183131555
-16.80658045924258,-49.9221374329504
-18.47792820199582,-41.78336364970252
-8.09155063175857,-39.58027764245356
-16.745149541882597,-48.51478334802312
-20.428887200235767,-51.340470206757374
-23.745624893916617,-46.394620336946865
-22.73595274251212,-47.61839862005817
-23.032142161173518,-45.570461272718184
-28.279737730803678,-52.38488490299347
-23.41376398480768,-46.829922714714996
-23.9653649573438,-46.41205736566615
-24.804245585094414,-49.990526522671594
-22.830563953896416,-43.04519602926142
-23.969746244887734,-46.321938826751385
-22.912591686606383,-43.1862926503346
-23.190566148375822,-45.79610034363286
-22.93505848017406,-43.33359407042852
-22.7574077930847,-43.28687072573673
-23.53978485023305,-46.19090421090353
-23.590310151882,-46.7235724588194
-24.52717959492972,-53.259150997413236
-15.754820612456419,-47.89825021466993
-22.60000425928191,-47.407128587319605
-19.91432324022869,-43.97570327877978
-5.770353826502608,-35.269744619487604
-20.066757396501135,-44.30619575296304
-3.8006973441168093,-38.566334316370884
-23.683536618616507,-46.58651864788761
-23.56102212257434,-46.72778520240412
-29.13506310013978,-51.178794764775546
-23.87442495936004,-46.4467034808632
-20.847164397952103,-41.1548455256115
-23.59713487958609,-46.766158206347946
-23.49916290388503,-46.642112000093746
-21.733997772715966,-41.315665675113635
-22.924510509727508,-43.6352970573142
-8.617094295363048,-39.60183695539925
-21.18958834061664,-48.787717587007684
-30.026008496763165,-51.02439159697063
-22.509186267903683,-43.219827486060105
-23.433762388302366,-46.720957851080165
-23.202268092167245,-45.89802848030465
-9.388984661764814,-40.48899850698816
-23.012986504226507,-43.46551954103294
-23.553470005511663,-46.58779032038251
-28.405745014830917,-54.9573655086217
-23.464204707776585,-47.47145666010211
-21.772532893034086,-42.53759758914454
-23.503459306465057,-46.71287869871107
-23.488711898944423,-46.60168729815544
-23.666661956738853,-46.622739469527986
-21.123138626069654,-44.25022385765714
-21.774565858754105,-41.3232686775852
